N°,DELEGACION,MERCADO,NUM_OFIC,NUM_LOCALE,Coord_Y,Coord_X,DIRECCION,COLONIA,TIPO,SUPERF_M2,INAUGURACI,ANTIGÜEDA,VOCACIÓN,DETALLE,FORMA,NIVELES,TAMAÑO1,PROTEGIDO,COORGEOG_Y,COORGEOG_X
118,GUSTAVO A. MADERO,ALFREDO ROBLES DOMINGUEZ,366,61,2152974.18463,485758.78861,ALFREDO ROBLES DOMINGUEZ E INSURGENTES NORTE,GUADALUPE INSURGENTES,TRADICIONAL,1038,0,2020,N/D,N/D,CUADRO,1,CHICO,NO,-99.135695,19.4712229147
124,GUSTAVO A. MADERO,CUATRO DE FEBRERO,404,120,2156828.26732,490441.02076,RODOLFO MENDEZ Y PERIFERICO,AMPLIACION GABRIEL HERNANDEZ,TRADICIONAL,1509,1982,38,N/D,N/D,IRREGULAR,1,CHICO,NO,-99.0911006666,19.5060809146
125,GUSTAVO A. MADERO,CUAUTEPEC,405,74,2161627.29491,485008.98957,5 DE MAYO Y FRANCISCO VILLA ESQ. 18 DE MARZO,CUAUTEPEC,TRADICIONAL,5097,1987,33,N/D,N/D,IRREGULAR,1,CHICO,NO,-99.1429079999,19.5494169145
131,GUSTAVO A. MADERO,FERROPLAZA,410,144,2154135.76512,487807.99446,"CALLE ALBERTO HERRERA, ENTRE 5 DE FEBERO Y JUAN BERNARDINO",ARAGÓN LA VILLA,TRADICIONAL,4077,2011,9,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1161769999,19.4817339147
135,GUSTAVO A. MADERO,LINDAVISTA VALLEJO PATERA,-366,86,2156289.89128,483963.20361,AV. PONIENTE 152 ENTRE AV. 100MTS. Y VALLEJO,LINDAVISTA VALLEJO,TRADICIONAL,3728,1984,36,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.152832,19.5011739146
174,IZTACALCO,IZTACALCO,38,102,2143947.65435,487226.65067,"CALZ. DE LA VIGA ESQ. TEZONLE, ENTRE AV. SAN MIGUEL",BARRIO LA ASUNCIÓN,TRADICIONAL,1373,1982,38,N/D,N/D,CUADRO,1,CHICO,NO,-99.1216479999,19.389657915
169,IZTACALCO,AGRICOLA ORIENTAL,87,344,2144562.20731,492095.89076,"ORIENTE 237, SUR 16 Y SUR 12 ROJO GOMEZ",AGRÍCOLA ORIENTAL,TRADICIONAL,4085,1964,56,N/D,N/D,CUADRO,2,MEDIANO,NO,-99.075278,19.395236915
179,IZTACALCO,MILITAR MARTE,-109,158,2143215.19647,486233.60846,PLAYA AZUL Y PLAYA TABACHINES,MILITAR MARTE,TRADICIONAL,2649,1963,57,N/D,N/D,CUADRO,1,CHICO,NO,-99.1310999999,19.383031915
180,IZTACALCO,PANTITLAN CALLE 4,118,271,2146323.25178,493468.33766,"CALLE 4, ENTRE AV. NORTE Y PRIV. DE LA ESCUELA",PANTITLÁN,TRADICIONAL,4812,1971,49,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.062213,19.4111569149
176,IZTACALCO,JUVENTINO ROSAS,134,208,2144356.98623,488862.10912,"SUR 117B ESQ. AV. DEL RECREO, ENTRE 117B Y 117",JUVENTINO ROSAS,TRADICIONAL,4093,1964,56,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1060749999,19.3933669149
171,IZTACALCO,BRAMADERO,135,278,2144099.9115,490052.14596,"SUR 163, OTE. 108 Y OTE. 110",RAMOS MILLAS,TRADICIONAL,3535,1961,59,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.0947399999,19.3910499149
183,IZTACALCO,TLACOTAL,139,273,2144590.03065,489211.68882,"AV. 5, OTE. 100, ENTRE SUR 125 Y AV. 5",RAMOS MILLAN,TRADICIONAL,4216,1961,59,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1027469999,19.395474915
177,IZTACALCO,LA CRUZ,147,249,2145350.41978,487677.33153,CALZ. COYUYA Y AV. HIDALGO,DE LA CRUZ,TRADICIONAL,3625,1962,58,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1173649999,19.4023379149
184,IZTACALCO,VEINTICUATRO DE DICIEMBRE,198,203,2145390.42392,493856.05951,"CALLE 7, ENTRE AV. PUEBLA Y PRIV. DEL VALLE",PANTITLÁN,TRADICIONAL,4655,1974,46,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.058517,19.4027279149
182,IZTACALCO,SANTA ANITA,202,117,2144927.52295,486413.9293,"AV. ANDRES MOLINA ENRIQUEZ,  ENTRE SANTA ANITA Y PLUTARCO ELIAS CALLES",VIADUCTO PIEDAD,TRADICIONAL,1986,1964,56,N/D,N/D,CUADRO,1,CHICO,NO,-99.1293949999,19.3985079149
170,IZTACALCO,APATLACO,206,131,2143171.14931,487464.04977,AV. APATLACO S/N. ENTRE GALEANA Y LA VIGA,BENITO JUÁREZ,TRADICIONAL,2091,1967,53,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.119382,19.382641915
178,IZTACALCO,LEANDRO VALLE,212,197,2143819.92508,492960.47902,"ORIENTE 253, ENTRE  SUR 20 Y SUR 22",AMP. AGRICOLA ORIENTAL,TRADICIONAL,3912,1967,53,N/D,N/D,CUADRO,1,CHICO,NO,-99.0670409999,19.388531915
173,IZTACALCO,EL RODEO,255,68,2144198.4358,491028.71071,ERNESTO P. URUCHURTU Y CALLE 28,EL RODEO,TRADICIONAL,1007,1965,55,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.08544,19.391944915
172,IZTACALCO,EJIDOS DE LA MAGDALENA MIXHUCA,334,104,2144231.3893,490632.87346,HORTALIZA Y TRIGO S/N  ENTRE THE Y OTE. 106,EJIDO MAGDALENA MIXIHUCA,TRADICIONAL,3665,1973,47,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0892099999,19.392240915
181,IZTACALCO,SAN MIGUEL IZTACALCO,345,90,2144410.4323,487994.63206,"EJE 3 OTE. FCO DEL PASO Y TRONCOSO ESQ. JULIO GARCIA, ENTRE RECREO Y BUSTAMANTE",BARRIO SAN MIGUEL,TRADICIONAL,1696,1979,41,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1143369999,19.393844915
175,IZTACALCO,JOSE LOPEZ PORTILLO,352,352,2146386.34647,492824.25665,"AV. CENTRAL, ENTRE AV. NORTE Y EJE UNO NORTE",PANTITLÁN,TRADICIONAL,2154,1988,32,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0683479999,19.4117249149
190,IZTAPALAPA,IZTAPALAPA,39,200,2140702.57473,490415.02158,"AYUNTAMIENTO E HIDALGO, ENTRE CUAUHTEMOC Y LERDO",BARRIO SAN PABLO,TRADICIONAL,2080,1958,62,N/D,N/D,CUADRO,1,CHICO,NO,-99.0912669999,19.3603489151
201,IZTAPALAPA,SANTA MARIA AZTAHUACAN,63,106,2139523.86626,497556.20697,"AV. PALMAS No 17, ENTRE EJIDOS Y PRIMAVERA E HIDALGO",PUEBLO STA. MARIA,TRADICIONAL,2869,1964,56,N/D,N/D,CUADRO,1,CHICO,NO,-99.023268,19.3497179151
195,IZTAPALAPA,SAN ANDRES TETEPILCO,120,207,2142039.87674,486336.88987,"HUELTACO Y NORMANDIA, ENTRE A. MOLINA ENRIQUEZ Y EMILIANO CARRAZA",SAN ANDRÉS TETEPILCO,TRADICIONAL,3378,1963,57,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1301079999,19.372410915
202,IZTAPALAPA,SECTOR POPULAR,128,221,2141622.78993,487461.29919,"SUR 101A ESQ. ALFONSO TORO, ENTRE RIO CHURUBUSCO Y SUR 101",SECTOR POPULAR,TRADICIONAL,3775,1965,55,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.119398,19.368648915
194,IZTAPALAPA,PROGRESO DEL SUR,129,135,2139613.30884,488516.80558,"SILOS Y GANADEROS, ENTRE GRANJEROS Y GANADEROS",PROGRESO DEL SUR,TRADICIONAL,2849,1965,55,N/D,N/D,CUADRO,1,CHICO,NO,-99.1093349999,19.3504949151
187,IZTAPALAPA,ESCUADRON 201,131,306,2140938.32671,488238.81527,"RODOLFO USIGLI, ENTRE JOSE ESPINOZA FUENTES Y FAUSTO VEGA",ESCUADRON 201,TRADICIONAL,3393,1961,59,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1119899999,19.3624679151
186,IZTAPALAPA,CULHUACAN,186,109,2138203.32359,488605.2999,"AV. TLAHUAC ESQ. AGUSTIN DE ITURVIDE, ENTRE INDEPENDENCIA Y CAL. TAZQ.",PUEBLO CULHUACAN,TRADICIONAL,1380,1968,52,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1084839999,19.3377529152
197,IZTAPALAPA,SAN JUANICO,-191,108,2142181.17104,487420.05335,"DIBUJANTE S/N ESQ. SAN JUANICO, ENTRE VICENTE GUERRERO",SAN JUANICO NEXTIPAN,TRADICIONAL,667,1965,55,N/D,N/D,CUADRO,1,CHICO,NO,-99.1197944444,19.373694915
200,IZTAPALAPA,SANTA CRUZ MEYEHUALCO,200,146,2139120.07925,495373.72559,CALLE 55 S/N. ENTRE CALLE 4 Y CALLE 6,STA. CRUZ MEYEHUALCO,TRADICIONAL,4570,1953,67,N/D,N/D,CUADRO,1,CHICO,NO,-99.0440469999,19.3460649151
199,IZTAPALAPA,SAN LORENZO XICOTENCATL,208,105,2143248.25885,497144.03291,"ZACANI Y TRINIDAD, ENTRE ZACANI Y JUSTINA",SAN LORENZO XICOTENCATL,TRADICIONAL,2143,1966,54,N/D,N/D,CUADRO,1,CHICO,NO,-99.027198,19.383375915
193,IZTAPALAPA,LA PURISIMA,213,121,2140061.93364,492189.08194,AV. HIDALGO ESQ. QUETZAL,LA PURISIMA,TRADICIONAL,8037,1966,54,N/D,N/D,CUADRO,1,CHICO,NO,-99.074372,19.3545669151
203,IZTAPALAPA,SIFON,223,156,2142607.21211,488371.68527,AV. ROSAL Y SANTA MARIA,MAGDALENA ATLAZOPA,TRADICIONAL,6580,1970,50,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1107349999,19.377550915
198,IZTAPALAPA,SAN LORENZO TEZONCO,226,196,2135200.3363,492441.43152,"DESPOSORIOS Y CANDELABROS, ENTRE  FCO JAVIER SALAZAR Y ECHAVE RIOJA",PUEBLO DE SAN LORENZO TEZONCO,TRADICIONAL,7966,1970,50,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.07195,19.3106319152
192,IZTAPALAPA,JUAN DE LA BARRERA,230,174,2144224.58027,495369.672,"CORONEL BENITO S. ZENEA, ENTRE PABLO GARCIA Y JUAN ENRIQUEZ",JUAN ESCUTIA,TRADICIONAL,4865,1969,51,N/D,N/D,CUADRO,1,CHICO,NO,-99.044098,19.3921959149
189,IZTAPALAPA,GUADALUPE DEL MORAL,239,118,2141896.86768,491963.98558,"AGUSTIN MELGAR, ENTRE HIDALGO Y GUERRERO",GUADALUPE DEL MORAL,TRADICIONAL,2913,1969,51,N/D,N/D,CUADRO,1,CHICO,NO,-99.076523,19.371148915
185,IZTAPALAPA,CONSTITUYENTES DE 1917,243,184,2139413.90065,493759.40356,"PERIFERICO S/N, ENTRE CANDICO AGUILAR Y ANTONIO HIDALGO",CONSTITUCIÓN DE 1917,TRADICIONAL,5498,1971,49,N/D,N/D,CUADRO,1,CHICO,NO,-99.0594179999,19.3487159151
196,IZTAPALAPA,SAN JOSE ACULCO,246,121,2142315.01109,489214.74519,"CHURUBUSCO Y VERACRUZ, ENTRE CDA. DE VERACRUZ Y RIO CHURUBUSCO",ACULCO PUEBLO,TRADICIONAL,6693,1972,48,N/D,N/D,CIRCULO,2,CHICO,NO,-99.1027049999,19.374914915
188,IZTAPALAPA,FRANCISCO VILLA,291,104,2138154.31799,493850.7724,FELIPE ANGELES Y RODOLFO PRIETO,FRANCISCO VILLA,TRADICIONAL,2182,1976,44,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.058544,19.3373329152
191,IZTAPALAPA,JACARANDAS,294,86,2139233.14935,494628.56807,MANLIO FABIO ALTAMIRANO ENTRE GUILLERMO GONZALEZ CAMARENA,JACARANDAS,TRADICIONAL,1713,1987,33,N/D,N/D,CUADRO,1,CHICO,NO,-99.0511419999,19.3470849151
207,MAGDALENA CONTRERAS,MAGDALENA CONTRERAS (LA LOMA),132,90,2134642.7327,474856.17385,JOSE MORENO SALIDO S/N. ENTRE PROVIDENCIA Y FRESNO,BARRANCA SECA,TRADICIONAL,1387,1961,59,N/D,N/D,CUADRO,1,CHICO,NO,-99.2393359999,19.3054499152
209,MAGDALENA CONTRERAS,TURISTICO MAGDALENA,170,39,2134320.28826,474147.3146,EMILIO CARRANZA S/N. ANDADOR EL ROSAL Y EMILIO CARRANZA,PUEBLO DE LA MAGDALENA,TURISTICO Y ESPECIALIZADO,2227,1960,60,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,IRREGULAR,1,CHICO,SI,-99.2460789999,19.3025269153
208,MAGDALENA CONTRERAS,TIHUATLAN,261,38,2136039.64403,476315.13544,TIHUATLAN S/N. ENTRE PAPALOAPAN Y 19 DE AGOSTO,SAN JERONIMO ACULCO,TRADICIONAL,813,1970,50,N/D,N/D,CUADRO,1,CHICO,NO,-99.2254659999,19.3180919152
205,MAGDALENA CONTRERAS,CERRO DEL JUDIO,-383,91,2136087.01363,474192.36868,"INDEPENDENCIA ESQ, SAN BERNABE",BARRIOS SIERRA,TRADICIONAL,1311,1985,35,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.2456739999,19.3184939152
206,MAGDALENA CONTRERAS,CONTRERAS LA CRUZ,384,96,2134645.47776,475357.30069,ALVARO OBREGON S/N. ENTRE ALVARO OBREGON Y CAMINO REALLOS POLLITOS,LA CRUZ BARRIO DE LA CONCEPCION,TRADICIONAL,1601,1985,35,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.2345659999,19.3054809152
229,MILPA ALTA,BENITO JUAREZ (MILPA ALTA),40,207,2122014.97109,497754.97195,"YUCATAN ESQ. CONSTITUCION, ENTRE CONSTITUCION , MICHOACAN Y QUERETARO",VILLA MILPA ALTA,TRADICIONAL,2558,1961,59,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.021355,19.1914829156
234,MILPA ALTA,SAN PEDRO ATOCPAN,182,20,2123121.65564,494712.96498,"FCO. I. MADERO, ENTRE TEUTLI Y V. CARRANZA",PUEBLO SAN ATOCPAN,TRADICIONAL,648,1970,50,N/D,N/D,CUADRO,2,CHICO,NO,-99.050294,19.2014789155
235,MILPA ALTA,SAN SALVADOR CUAUHTENCO (DOCE DE OCTUBRE,244,23,2122094.92628,490589.94757,"AV. MORELOS S/N , ENTRE JALAPA Y GUERRERO",PUEBLO SAN SALVADOR CUAUHTENCO,TRADICIONAL,303,1973,47,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0895099999,19.1921849156
231,MILPA ALTA,SAN ANTONIO TECOMITL,322,83,2124869.4213,501093.90609,AV. MORELOS Y 5 DE MAYO,PUEBLO SAN ANTONIO,TRADICIONAL,3118,1968,52,N/D,N/D,CUADRO,1,CHICO,NO,-98.989593,19.2172809155
233,MILPA ALTA,SAN PABLO OZTOTEPEC,323,74,2121276.12262,492491.28285,"GUERRERO, ENTRE HIDALGO Y GALEANA",PUEBLO SAN PABLO,TRADICIONAL,6447,1977,43,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.071421,19.1847929156
236,MILPA ALTA,SANTA ANA TLACOTENCO,382,19,2120313.70141,500183.88754,CUAUHTEMOC Y FRANCISCO I. MADERO,PUEBLO SANTA ANA TLACOTENCO,TRADICIONAL,960,0,2020,N/D,N/D,RECTANGULO,1,CHICO,NO,-98.998251,19.1761089157
237,MILPA ALTA,VILLA MILPA ALTA (MERCADO ANTOJITOS),394,23,2122056.24334,497756.86932,QUERETARO Y YUCATAN,VILLA MILPA ALTA,ESPECIALIZADO,600,1961,59,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.021337,19.1918559156
230,MILPA ALTA,BENITO JUAREZ  (ANEXO),395,207,2122090.10205,497758.66065,"AV. YUCATAN ESQ. MICHOACAN S/N, ENTRE JALISCO Y MICHOACAN",VILLA MILPA ALTA,TRADICIONAL,2418,1961,59,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.02132,19.1921619156
232,MILPA ALTA,SAN BARTOLOME XICOMULCO,408,61,2123552.72692,492627.926441,"AV. 5 DE MAYO ORIENTE, ENTRE MATAMOROS Y PROLONGACIÓN IGNACIO ZARAGOZA",PUEBLO SAN ANTONIO TECOMITL,TRADICIONAL,1762,0,2020,N/D,N/D,CUADRO,1,CHICO,NO,-99.0701299963,19.2053682006
14,ÁLVARO OBREGÓN,SANTA MARIA NONOALCO,31,106,2142853.93076,479732.7356,ALEJANDRO ALLORI Y FRANCISCO GIRARDON,SANTA MARÍA NONOALCO,TRADICIONAL,1616,1962,58,N/D,N/D,IRREGULAR,1,CHICO,NO,-99.1930049999,19.379711915
7,ÁLVARO OBREGÓN,MELCHOR MUZQUIZ ZONA,43,327,2138793.54678,479914.31945,"AV. REVOLUCION, ENTRE DR. ELGUERO Y MELCHOR MUSQUIZ",SAN ANGEL,TRADICIONAL,4767,1958,62,N/D,N/D,RECTANGULO,1,MEDIANO,SI,-99.1912329999,19.3430189151
15,ÁLVARO OBREGÓN,SEIS DE ENERO DE 1915,48,116,2142025.72952,479019.70822,"AV. DEL ROSAL, ENTRE ROSA ROJA Y ROSA NEGRA",MOLINO DE ROSAS,TRADICIONAL,3136,1949,71,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1997859999,19.372219915
16,ÁLVARO OBREGÓN,TIZAPAN,67,128,2138610.75374,479221.10294,FRONTERA Y SAN LUIS POTOSI,PROGRESO TIZAPAN,TRADICIONAL,1536,1958,62,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,SI,-99.1978309999,19.3413599151
5,ÁLVARO OBREGÓN,JOSE MARIA PINO SUAREZ,82,200,2144831.78616,479207.75238,"JILGUERO Y GOLONDRINAS, ENTRE RIO TACUBAYA Y FABRICA",JOSE MARÌA PINO SUAREZ,TRADICIONAL,3129,1968,52,N/D,N/D,CUADRO,2,CHICO,SI,-99.1980259999,19.397580915
8,ÁLVARO OBREGÓN,MELCHOR MUZQUIZ (FLORES),133,34,2139254.94146,480038.7653,"AV. REVOLUCION, ENTRE AV. DE LA PAZ Y CRACOVIA",SAN ANGEL,ESPECIALIZADO,1043,1958,62,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,RECTANGULO,1,CHICO,SI,-99.1900529999,19.3471899151
13,ÁLVARO OBREGÓN,SANTA FE,162,177,2143106.38299,474754.16044,"VASCO DE QUIROGA, ENTRE CORREGIDORA Y PRIMAVERA",SANTA FE CASCO,TRADICIONAL,1297,1984,36,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.2404189999,19.381936915
6,ÁLVARO OBREGÓN,MARIA G. GARCIA DE RUIZ,163,97,2143937.83496,477795.16761,"CAMINO ANT. A SANTA FE, ENTRE AUSTRIACOS Y ALEMANES",PARAISO,TRADICIONAL,1810,1964,56,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.2114689999,19.389486915
3,ÁLVARO OBREGÓN,CRISTO REY,173,118,2143987.11401,478779.001,"ESCUADRÓN 201,ENTRE JAVIER MARTINEZ Y CAMINO REAL A TOLUCA",CRISTO REY,TRADICIONAL,2269,1961,59,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.2020999999,19.389942915
10,ÁLVARO OBREGÓN,OLIVAR DEL CONDE,181,188,2142005.39165,477523.12351,"AGUSTIN LARA, ENTRE ERNESTO P. URUCHURTO Y AV. SANTA LUCIA",OLIVAR DEL CONDE,TRADICIONAL,3834,1970,50,N/D,N/D,CUADRO,1,CHICO,NO,-99.2140369999,19.372019915
11,ÁLVARO OBREGÓN,PANTEON JARDIN (FLORES),234,14,2139341.64508,478157.35633,CLZDA. DEL DESIERTO DE LOS LEONES Y FLOR DE MARIA,FLOR DE MARIA,ESPECIALIZADO,188,1956,64,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,IRREGULAR,1,CHICO,NO,-99.2079669999,19.3479539151
12,ÁLVARO OBREGÓN,PUENTE COLORADO,266,43,2139257.38552,475673.91467,RIO CHICO Y  RIO NAZAS,PUENTE COLORADO,TRADICIONAL,670,1974,46,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.2316109999,19.3471639151
2,ÁLVARO OBREGÓN,CORPUS CRISTY,279,87,2140823.62119,473883.50472,"SAN LUIS Y SAN FRANCISCO, ENTRE PROL. SANTA FE Y LA PAZ",CORPUS CRISTY,TRADICIONAL,1830,1975,45,N/D,N/D,CUADRO,1,CHICO,NO,-99.2486789998,19.361295915
9,ÁLVARO OBREGÓN,MOLINO DE SANTO DOMINGO,369,94,2144480.9679,478120.59866,AV. SANTA LUCIA ENTRE BALBINA Y SAN MARTIN CABALLERO,MOLINO DE SANTO DOMINGO,TRADICIONAL,2191,1979,41,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.2083759999,19.3943989149
1,ÁLVARO OBREGÓN,CENTENARIO,407,86,2140744.6385,476115.73897,AV. CENTENARIO 1020 ESQ. JOSE GALVEZ MOYA,LA MARTINICA,TRADICIONAL,1360,2006,14,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.2274229999,19.360609915
4,ÁLVARO OBREGÓN,JALALPA EL GRANDE,413,61,2141601.94383,474357.51695,"AV. JALALPA NORTE S/N, ESQ. COLIPA",JALALPA,TRADICIONAL,1217,2012,8,N/D,N/D,IRREGULAR,1,CHICO,NO,-99.2441759999,19.368335915
241,TLÁHUAC,CENTRAL DE TLAHUAC,41,148,2130545.00251,499495.72165,AV. TLAHUAC-CHALCO S/N. ENTRE EMILIANO ZAPATA Y SEVERIANO CENICEROS,SAN PEDRO TLAHUAC,TRADICIONAL,2609,1959,61,COMIDA PREPARADA Y OTROS,Comida,IRREGULAR,1,CHICO,NO,-99.004799,19.2685739154
247,TLÁHUAC,MIXQUIC,178,102,2125599.5686,504013.45691,"AV. INDEPENDENCIA, 20 DE NOVIEMBRE Y CANAL SECO",SAN ANDRES MIXQUIC,TURISTICO Y ESPECIALIZADO,3609,1984,36,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-98.961816,19.2238759155
249,TLÁHUAC,SAN JUAN IXTAYOPAN,179,79,2127826.97499,500522.95534,VICENE GUERRERO Y EMILIANO ZAPATA,SAN JUAN IXTAYOPAN,TRADICIONAL,2523,1987,33,N/D,N/D,IRREGULAR,1,CHICO,NO,-98.995024,19.2440099155
256,TLÁHUAC,ZAPOTITLAN,192,67,2133452.32036,496145.96908,FRANCISCO JIMENEZ ENTRE EMILIANO APATA Y AV. TLAHUAC,LA CONCHITA ZAPOTITLAN,TRADICIONAL,1535,1976,44,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.036683,19.2948449153
254,TLÁHUAC,TLALTENCO (SAN FRANCISCO),211,117,2133549.46348,498438.13989,CARLOS A. VIDAL ENTRE PLAN DE AYUTLA Y QUINTANA ROO,SAN FCO. TLALTENCO,TRADICIONAL,1616,1985,35,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.014866,19.2957259153
251,TLÁHUAC,SANTA CECILIA,248,61,2131634.80852,499381.4317,CALLE CARLOS ESPINOSA DE LOS MONTEROSY MERCEDES CARAZA,SANTA CECILIA,TRADICIONAL,1333,1974,46,N/D,N/D,CUADRO,1,CHICO,NO,-99.005887,19.2784229153
238,TLÁHUAC,ABRAHAM DEL LLANO (NOPALERA),252,87,2133645.66862,494303.74698,"AMADO NERVO, EMILIANO ZAPATA E INDEPENDENCIA",LA NOPALERA,TRADICIONAL,2435,1980,40,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.054218,19.2965879153
245,TLÁHUAC,LOS OLIVOS,253,94,2133671.38155,493516.73616,JOSE LUGO Y RUIZ CORTINEZ,LOS OLIVOS,TRADICIONAL,2500,1987,33,N/D,N/D,CUADRO,1,CHICO,NO,-99.061709,19.2968179152
246,TLÁHUAC,MIGUEL HIDALGO,254,48,2133300.74925,495132.59444,FCO. I. MADERO Y LUCAS MARENCIO,MIGUEL HIDALGO,TRADICIONAL,1665,1972,48,N/D,N/D,CUADRO,1,CHICO,NO,-99.046328,19.2934729153
239,TLÁHUAC,AGRICOLA METROPOLITANA (FELIPE ASTORGA OCHOA),356,44,2132894.85883,494434.00469,"CALLE ZOYATE , ENTRE NARDO Y VIOLETA",AGRICOLA METROPOLITANA,TRADICIONAL,1038,1983,37,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.052976,19.2898029153
250,TLÁHUAC,SANTA CATARINA,358,51,2135450.62234,503541.07942,"PIPILA, ENTRE EMILIANO ZAPATA Y CONCEPCION",SANTA CATARINA YECAHUIZOTL,TRADICIONAL,942,1981,39,N/D,N/D,RECTANGULO,1,CHICO,NO,-98.966292,19.3129049152
242,TLÁHUAC,DEL MAR,359,111,2132596.44734,493707.36752,"TIBURON , CAMARON Y SIRENA",DEL MAR,TRADICIONAL,2861,1975,45,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.059891,19.2871039153
248,TLÁHUAC,SAN JOSE,371,48,2131352.64231,500411.78982,AGUSTIN LARA S/N. ENTRE JUVENTINO ROSAS Y GUADALUPE TRIGO,SAN JOSE,TRADICIONAL,2101,1982,38,N/D,N/D,RECTANGULO,1,CHICO,NO,-98.996081,19.2758729153
252,TLÁHUAC,SELENE,372,112,2132792.66303,499372.43523,"OCEANO DE LAS TEMPESTADES, MAR DE LAS CRISIS Y MONTES APENINOS",SELENE,TRADICIONAL,2202,1979,41,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.005973,19.2888869153
243,MILPA ALTA,EMILIANO ZAPATA (TETELCO),373,24,2123961.66113,503140.07734,AV. MORELOS Y PUEBLA,SAN NICOLAS TETELCO,TRADICIONAL,788,1981,39,N/D,N/D,RECTANGULO,1,CHICO,NO,-98.970128,19.2090749155
255,TLÁHUAC,ZAPOTITLA,374,104,2135425.49121,495989.33431,SALVADOR DIAZ MIRON ESQ. CECILIO ACOSTA,ZAPOTITLA,TRADICIONAL,2058,1980,40,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0381779999,19.3126769152
240,TLÁHUAC,AMPLIACION SELENE,1001,71,2132348.61631,500523.56126,MAR DE LOS VAPORES,AMPLIACION SELENE,TRADICIONAL,1395,1984,36,N/D,N/D,RECTANGULO,1,CHICO,NO,-98.995017,19.2848739153
253,TLÁHUAC,TIPICO REGIONAL,1002,26,2130545.33456,499492.14894,CALZ. TULYEHUALCO Y AV. GRAL. SEVERIANO CENICEROS,SAN PEDRO TLAHUAC,ESPECIALIZADO,760,1981,39,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.004833,19.2685769154
265,TLALPAN,LA PAZ,42,141,2132701.74428,482442.99068,PLAZA DE LA CONSTITUCION S/N. ENTRE GPE. VICTORIA Y CONGRESO,TLALPAN,TRADICIONAL Y TURISTICO,2243,1900,120,N/D,N/D,CUADRO,1,CHICO,SI,-99.1671019999,19.2879889152
258,TLALPAN,COMIDAS HUIPULCO,251,23,2134308.43735,484613.15923,"TLALPAN, SAN LORENZO Y ACUEDUCTO",HUIPULCO,ESPECIALIZADO,860,1988,32,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.14646,19.3025269152
