N°,DELEGACION,MERCADO,NUM_OFIC,NUM_LOCALE,Coord_Y,Coord_X,DIRECCION,COLONIA,TIPO,SUPERF_M2,INAUGURACI,ANTIGÜEDA,VOCACIÓN,DETALLE,FORMA,NIVELES,TAMAÑO1,PROTEGIDO,COORGEOG_Y,COORGEOG_X
227,MIGUEL HIDALGO,TACUBAYA,33,512,2144951.23882,480345.22026,HEROES DE 1810 Y BECERRA,TACUBAYA,TRADICIONAL,7667,1958,62,N/D,N/D,RECTANGULO,3,MEDIANO,NO,-99.1871939999,19.398671915
216,MIGUEL HIDALGO,GRANADA,55,148,2149726.30817,479806.45516,LAGO YURIRIA Y RIO SAN JOAQUIN,GRANADA,TRADICIONAL,3522,1962,58,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.1923759999,19.4418199148
211,MIGUEL HIDALGO,ANAHUAC ANEXO,72,280,2149549.25765,482121.69757,"TLALOC Y ATZAYACATL, ENTRE TIZOC  Y TONATZIN",TLAXPANA,ESPECIALIZADO,4392,1962,58,"ROPA, CALZADO Y TELAS",ROPA Y ZAPATOS,CUADRO,1,MEDIANO,SI,-99.1703179999,19.4402419148
221,MIGUEL HIDALGO,PLUTARCO ELIAS CALLES       (EL CHORRITO),75,361,2146270.69381,480018.7699,"MELCHOR MUZQUIZ Y JOSE CEBALOS, ENTRE PARQUE LIRA Y CDA. GOB. IGANCIO ESTEVA",SAN MIGUEL CHAPULTEPEC,TRADICIONAL,4102,1958,62,N/D,N/D,IRREGULAR,1,MEDIANO,NO,-99.1903169999,19.4105929149
220,MIGUEL HIDALGO,MONTE ATHOS,79,63,2147232.18636,477455.38389,"MONTE ATHOS No  375, ESQ. EVEREST",LOMAS DE CHAPULTEPEC,TRADICIONAL,496,1959,61,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,RECTANGULO,1,CHICO,SI,-99.2147439999,19.4192549148
214,MIGUEL HIDALGO,DIECIOCHO DE MARZO,85,335,2150326.6367,479581.34407,"CALLE 69 Y AV. 4, ENTRE 65 Y 67",PUEBLA,TRADICIONAL,4800,1963,57,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.082984,19.4102969149
218,MIGUEL HIDALGO,LAGO GARDA,93,319,2150636.80887,480473.3663,"LAGO GARDA, LAGO CONSTANZA Y LAGO MAYOR",ANAHUAC,TRADICIONAL,4936,1955,65,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1860319999,19.4500549148
228,MIGUEL HIDALGO,ZACATITO,94,182,2151515.35319,478194.81192,"SANCTORUM Y CJON. DE ZACATITO, ENTRE RIO YAPURA Y TLACOTALPAN",ARGENTINA PONIENTE,TRADICIONAL,1775,1964,56,N/D,N/D,CUADRO,1,CHICO,NO,-99.2077499999,19.4579709148
213,MIGUEL HIDALGO,ARGENTINA,95,964,2150919.64043,478804.66076,ATTLAN Y LAGO VIEDMA S/N. ENTRE LEGARIA Y VIEDMA,ARGENTINA,TRADICIONAL,15768,1961,59,"ROPA, CALZADO Y TELAS","ROPA, TELAS Y CALZADO",RECTANGULO,1,GRANDE,NO,-99.2019329999,19.4525939147
215,MIGUEL HIDALGO,ESCANDON,99,249,2145391.99131,481372.44153,"MARTI, COMERCIO Y AGRICULTURA",ESCANDON,TRADICIONAL,4089,1957,63,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1774149999,19.402664915
217,MIGUEL HIDALGO,ING. GONZALO PEÑA MANTEROLA (CARTAGENA),100,700,2145409.97982,480167.22728,LUIS RUIZ Y ERASMO CAYETANO Q.,TACUBAYA,TRADICIONAL,8906,1960,60,"ROPA, CALZADO Y TELAS","ROPA,MALETAS, MOCHILAS Y COMIDA",RECTANGULO,1,GRANDE,NO,-99.1888939999,19.4028159149
210,MIGUEL HIDALGO,AMERICA,124,307,2145643.90896,478793.12114,"SUR 128,CORONEL CAMACHO Y GENERAL TOLA",AMERICA,TRADICIONAL,4124,1952,68,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.2019839999,19.4049159149
219,MIGUEL HIDALGO,LAGO GASCASONICA,151,374,2151896.5047,479858.21148,LAGO GASCASONICA Y LAGO ESCLAVOS,HUICHAPAN,TRADICIONAL,5174,1961,59,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1919059999,19.4614329147
222,MIGUEL HIDALGO,PRADO NORTE,172,122,2148127.29581,477697.42641,PRADO NORTE Y EXPLANADA,LOMAS DE CHAPULTEPEC,TRADICIONAL,2135,1964,56,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,CUADRO,1,CHICO,NO,-99.2124489999,19.4273469149
223,MIGUEL HIDALGO,PRADO SUR,196,23,2147495.49886,478030.07229,MONTE ATHOS Y PRADO SUR 145,LOMAS DE CHAPULTEPEC,TRADICIONAL,727,1948,72,"PLANTAS, FLORES Y PECES DE ORNATO",PLANTAS Y FLORES,CUADRO,1,CHICO,SI,-99.2092729999,19.4216409149
225,MIGUEL HIDALGO,SAN ISIDRO ZONA,232,51,2148405.02798,476824.46165,AV. STA ROSA ENTRE   CALLE 11 Y CALLE 12,REFORMA SOCIAL,TRADICIONAL,508,1962,58,N/D,N/D,CUADRO,1,CHICO,NO,-99.2207679998,19.4298469148
224,MIGUEL HIDALGO,SAN ISIDRO ANEXO,233,38,2148391.20643,476730.38404,ACUEDUCTO Y SIERRA SANTA ROSA,REFORMA SOCIAL,ESPECIALIZADO,720,1962,58,SERVICIOS,SERVICIOS,CUADRO,1,CHICO,NO,-99.2216639999,19.4297209148
289,VENUSTIANO CARRANZA,JAMAICA ZONA,15,562,2146041.95408,487108.43831,CONGRESO DE LA UNION ENTRE MORELOS Y LA VIGA,JAMAICA,TRADICIONAL,14709,1967,53,N/D,N/D,CUADRO,1,MEDIANO,SI,-99.1227879999,19.4085839149
303,VENUSTIANO CARRANZA,MOCTEZUMA,21,526,2148657.72762,489812.47271,OTE.154 Y OTE.158 ENTRE NORTE 25 Y NORTE 21,MOCTEZUMA 2A SECCION,TRADICIONAL,6699,1961,59,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.097047,19.4322389148
316,VENUSTIANO CARRANZA,UNIDAD RASTRO,25,717,2150738.31345,488391.60371,ING. EDUARDO MOLINA ENTRE ALUMINIO Y ESTAÑO,FELIPE ANGELES,TRADICIONAL,9000,1963,57,N/D,N/D,CUADRO,1,GRANDE,NO,-99.1105949999,19.4510339148
311,VENUSTIANO CARRANZA,ROMERO RUBIO,26,639,2149959.03795,489569.05124,"CANTON, ENTRE MARRUECOS Y PERSIA",ROMERO RUBIO,TRADICIONAL,10584,1962,58,N/D,N/D,CUADRO,1,GRANDE,NO,-99.099373,19.4439979148
293,VENUSTIANO CARRANZA,MERCED AMPUDIA,52,151,2148100.94741,486855.64701,AV. ANILLO DE CIRCUNVALACION No 4 y CJON. CARRETONES,MERCED CENTRO,ESPECIALIZADO,1320,1949,71,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES",DULCES,RECTANGULO,1,CHICO,SI,-99.12521,19.4271899149
287,VENUSTIANO CARRANZA,JAMAICA COMIDAS,65,66,2145835.99804,487151.86323,CONGRESO DE LA UNION Y GUILLERMO PRIETO,JAMAICA,ESPECIALIZADO,3201,1958,62,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,SI,-99.122373,19.4067229149
310,VENUSTIANO CARRANZA,PUEBLA,85,281,2146229.00866,491287.57041,"CALLE 69 Y AV. 4, ENTRE 65 Y 67",PUEBLA,TRADICIONAL,4800,1963,57,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.082984,19.4102969149
299,VENUSTIANO CARRANZA,MERCED NAVE MENOR,101,647,2147912.42437,487121.52864,ROSARIO Y ADOLFO GURRION,MERCED CENTRO,ESPECIALIZADO,7600,1957,63,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES","CARNICOS, LACTEOS Y EMBUTIDOS",RECTANGULO,1,GRANDE,SI,-99.1226759999,19.4254879148
298,VENUSTIANO CARRANZA,MERCED NAVE MAYOR,102,4200,2147989.74565,487002.22225,ROSARIO Y ABRAHAM OLVERA,MERCED CENTRO,TRADICIONAL,40000,1957,63,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES","FRUTAS, VERDURAS, SEMILLAS Y ABARROTES",RECTANGULO,1,GRANDE,SI,-99.123813,19.4261859149
296,VENUSTIANO CARRANZA,MERCED COMIDAS,104,218,2148112.93878,487106.34456,"CALLE ROSARIO 120, ENTRE GRAL. ANAYA Y CARRETONES",MERCED CENTRO,ESPECIALIZADO,4200,1957,63,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,MEDIANO,SI,-99.1228219999,19.4272999149
297,VENUSTIANO CARRANZA,MERCED FLORES,105,110,2147976.6731,486870.46376,ANILLO DE CIRCUNVALACION S/N. ENTRE PLAZA CARRIZALES Y RAYON,MERCED CENTRO,ESPECIALIZADO,3200,1957,63,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,CUADRO,1,CHICO,SI,-99.1250679999,19.4260669149
294,VENUSTIANO CARRANZA,MERCED ANEXO,106,186,2147798.62299,486883.03713,ADOLFO GURRION ESQ. CABAÑAS,MERCED CENTRO,ESPECIALIZADO,3520,1957,63,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS","FERRETERIA, ARTICULOS DE MADERA Y LAMINA PARA COCINA",CUADRO,1,CHICO,SI,-99.1249469999,19.4244579148
313,VENUSTIANO CARRANZA,SONORA,107,407,2147555.05186,486915.50983,SAN NICOLAS S/N. ENTRE CALLE FRAY SERVANDO T. DE MIER Y CALLE  CANAL,MERCED BALBUENA,ESPECIALIZADO,4900,1957,63,"ARTESANÍA, JUGUETES, BISUTERÍA","CERAMICA, JUGUETES Y ANIMALES VIVOS",CUADRO,1,MEDIANO,NO,-99.124636,19.4222569148
314,VENUSTIANO CARRANZA,SONORA ANEXO,-108,271,2147494.95259,486935.72792,SAN NICOLAS S/N. ENTRE CALLE FRAY SERVANDO T. DE MIER Y CALLE  CANAL,MERCED BALBUENA,ESPECIALIZADO,3060,1957,63,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS","HERBOLARIA, ARTICULOS ESOTERICOS Y JARCIERIA",IRREGULAR,1,MEDIANO,NO,-99.1244429999,19.4217139148
278,VENUSTIANO CARRANZA,ALVARO OBREGON,140,211,2146349.54016,487625.93713,"CUCURPE Y ROA BARCENAS, ENTRE AGIABANPO Y BACUM",ALVARO OBREGON,TRADICIONAL,2680,1963,57,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1178609999,19.4113669149
286,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA,148,428,2146477.76328,490398.96739,"AV.8, ENTRE CALLE 35 Y CALLE 39",IGNACIO ZARAGOZA,TRADICIONAL,6900,1962,58,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.091449,19.4125409149
307,VENUSTIANO CARRANZA,PENSADOR MEXICANO,150,156,2149953.13276,490870.43819,"NORTE 172 S/N. NORTE 174, ENTRE BOLIVARES Y CIRC. INTERIOR RIO CONSULADO",PENSADOR MEXICANO,TRADICIONAL,3220,1964,56,N/D,N/D,CUADRO,1,CHICO,NO,-99.0869749999,19.4439509148
290,VENUSTIANO CARRANZA,JARDIN BALBUENA,159,133,2146829.63969,489407.24719,"RET.27 DE GENAO GARCIA, ENTRE RET.27 Y RET.29",JARDIN BALBUENA,TRADICIONAL,1670,1957,63,N/D,N/D,RECTANGULO,1,CHICO,SI,-99.100897,19.4157159149
304,VENUSTIANO CARRANZA,MORELOS,165,912,2149499.28197,487954.13034,ING. EDUARDO MOLINA ENTRE HERREROS Y HORTELANOS,MORELOS,TRADICIONAL,11550,1960,60,N/D,N/D,IRREGULAR,1,GRANDE,NO,-99.114755,19.4398339148
318,VENUSTIANO CARRANZA,VEINTE DE ABRIL,174,272,2148146.98826,489749.61789,ORIENTE 168 ENTRE ORIENTE 170 Y NORTE 13,MOCTEZUMA 1A SECCION,TRADICIONAL,5600,1987,33,N/D,N/D,CUADRO,2,MEDIANO,NO,-99.0976429999,19.4276229149
285,VENUSTIANO CARRANZA,FEDERAL,183,103,2147347.71348,490616.21864,"AV. UNIVERSIDAD NACIONAL, ENTRE SUPREMA CORTE DE JUSTICIA Y EDUCACION PUBLICA",FEDERAL,TRADICIONAL,1400,1962,58,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.0893839999,19.4204039148
281,VENUSTIANO CARRANZA,AVIACION CIVIL,187,124,2146661.51393,491841.37419,HORACIO RUIZ Y LINDBERGH,AVIACION CIVIL,TRADICIONAL,1750,1964,56,N/D,N/D,CUADRO,1,CHICO,NO,-99.077711,19.4142079149
279,VENUSTIANO CARRANZA,AQUILES SERDAN,197,222,2150305.08117,490309.46937,"PEQUIN Y PUERTO ARTURO, ENTRE DINARES Y ESTERLINAS",AQUILES SERDAN,TRADICIONAL,3264,1966,54,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.092321,19.4471289148
284,VENUSTIANO CARRANZA,EMILIO CARRANZA,203,126,2149784.05456,487537.06906,IMPRENTA Y JARDINEROS,MORELOS,TRADICIONAL,1680,1981,39,N/D,N/D,CUADRO,1,CHICO,NO,-99.1187299999,19.4424049148
277,VENUSTIANO CARRANZA,ADOLFO LOPEZ MATEOS,209,211,2147436.41062,492361.49109,EDUARDO BUSTAMANTE Y ERNESTO P. URUCHURTU,ADOLFO LOPEZ MATEOS,TRADICIONAL,2560,1969,51,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.07276,19.4212129149
309,VENUSTIANO CARRANZA,PLAN DE AYALA CARACOL,214,96,2148194.79771,492698.58052,IGNCIO ZARAGOZA Y FRANCISCO VILLA,CARACOL,TRADICIONAL,1560,1970,50,N/D,N/D,CUADRO,1,CHICO,NO,-99.069552,19.4280679148
288,VENUSTIANO CARRANZA,JAMAICA NUEVO,235,1312,2145949.68968,487080.12999,"CONGRESO DE LA UNION, ENTRE GUILLERMO PRIETO Y MORELOS",JAMAICA,ESPECIALIZADO,34226,1957,63,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,CUADRO,1,GRANDE,NO,-99.123057,19.4077499149
306,VENUSTIANO CARRANZA,PANTITLAN ARENAL,238,143,2147689.37328,493166.38104,AV. CIRCUNVALACION Y ERNESTO P. URUCHURTU,PANTITLAN,TRADICIONAL,2360,1965,55,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0650939999,19.4235019149
315,VENUSTIANO CARRANZA,UNIDAD KENNEDY,240,182,2147820.69889,488596.12065,"RET. 5 DE ZARAGOZA, ENTRE CECILIO ROBELO Y RIBERA CAMBAS",JARDIN BALBUENA,TRADICIONAL,2940,1970,50,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1086289999,19.4246679149
317,VENUSTIANO CARRANZA,VALLE GOMEZ,245,203,2151633.73918,487218.85297,"RIO CONZULADO , ENTRE PROAÑO Y POZOS",VALLE GOMEZ,TRADICIONAL,4620,1972,48,N/D,N/D,CIRCULO,2,MEDIANO,NO,-99.1217739999,19.4591189147
282,VENUSTIANO CARRANZA,CALZADO LA CENTRAL,264,172,2150732.13604,488191.32975,CDA. AVIADERO ENTRE ALUMINIO Y ESTAÑO,FELIPE ANGELES,ESPECIALIZADO,2380,1974,46,"ROPA, CALZADO Y TELAS",CALZADO,RECTANGULO,1,CHICO,NO,-99.112503,19.4509769147
312,VENUSTIANO CARRANZA,SANTA JUANITA,278,107,2150046.89203,488658.61598,"OFICIOS, ENTRE ELECTRICISTAS Y GRABADOS",20 DE NOVIEMBRE,TRADICIONAL,1590,1980,40,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1080469999,19.4447869148
280,VENUSTIANO CARRANZA,ARENAL 4a SECCION,283,199,2148221.95853,494072.12018,XOCHITLAN NORTE Y XOCHITLAN SUR,ARENAL 4A SECCION,TRADICIONAL,1780,1981,39,N/D,N/D,CUADRO,1,CHICO,NO,-99.056468,19.4283179148
308,VENUSTIANO CARRANZA,PEÑON DE LOS BAÑOS,346,101,2149472.90472,491077.82726,MATAMOROS Y CHIMALHUACAN,PEÑON DE LOS BAÑOS,TRADICIONAL,1180,1985,35,N/D,N/D,CUADRO,1,CHICO,NO,-99.0849969999,19.4396119148
291,VENUSTIANO CARRANZA,LIC. OCTAVIO SENTIES,381,40,2150057.72013,488684.02484,"FLORICULTURA Y ELECTRICISTAS, ENTRE GRABADOS Y OFICIOS",20 DE NOVIEMBRE,TRADICIONAL,1375,1974,46,N/D,N/D,CUADRO,1,CHICO,NO,-99.1078049999,19.4448849148
302,VENUSTIANO CARRANZA,MINILLAS,409,225,2150652.54556,487903.25711,CONGRESO DE LA UNION Y CANLAL DEL NORTE,AMP. MICHOACAN,ESPECIALIZADO,3455,1987,33,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES","CARNICOS, VISCERAS",CUADRO,1,MEDIANO,NO,-99.1152469999,19.4502559148
305,VENUSTIANO CARRANZA,NUEVO SAN LAZARO,901,78,2145918.22155,487944.08081,"RIO FRIO No 261, ENTRE 20 DE NOVIEMBRE E INDUSTRIA",PUEBLO DE LA MAGDALENA MIXIHUCA,ESPECIALIZADO,1518,1980,40,"PLANTAS, FLORES Y PECES DE ORNATO",PECES DE ORNATO Y ARTICULOS PARA PECERAS,RECTANGULO,1,CHICO,NO,-99.114828,19.4074709149
283,VENUSTIANO CARRANZA,DEL PARQUE,903,106,2146880.34713,487300.10948,"CONGRESO DE LA UNION S/N, LORENZO BOTURINI Y NIVEL",DEL PARQUE,TRADICIONAL,1580,1946,74,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.1209679999,19.4161619149
292,VENUSTIANO CARRANZA,LUIS PRECIADO DE LA TORRE,904,132,2148230.83592,488860.50347,EMILIO CARRANZA Y LUIS PRECIADO DE LA TORRE,MOCTEZUMA,TRADICIONAL,1800,1987,33,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.1061129999,19.4283759148
295,VENUSTIANO CARRANZA,MERCED BANQUETON,109,449,2147991.17003,487084.59,ROSARIO Y ABRAHAM OLVERA COL.,MERCED CENTRO,TRADICIONAL,4000,1969,51,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1230284001,19.4261993206
104,CUAUHTÉMOC,PASAJE CHAPULTEPEC,363,45,2147622.61003,481627.47,REFORMA CON RODANO Y LIEJA,COL CUAUHTÉMOC,ESPECIALIZADO,1570,1976,44,COMIDAS Y PASAJE COMERCIAL,N/D,IRREGULAR,1,CHICO,NO,-99.1750076016,19.4228258996
83,CUAUHTÉMOC,COLIMA,158,52,2147038.36003,482057.22,"COLIMA 397, CP 6700",ROMA NORTE,TRADICIONAL,564,1958,62,N/D,N/D,CUADRO,1,CHICO,NO,-99.1709085105,19.4175497958
244,TLÁHUAC,LA ESTACION,411,70,2135097.34003,495425.01,PINO SUAREZ S/N ENTRE BELLAS ARTES Y SAN RAFAEL ATLIXCO,LA ESTACION,TRADICIONAL,1282,2012,8,N/D,N/D,CUADRO,1,CHICO,NO,-99.0435490834,19.3097100862
31,AZCAPOTZALCO,REYNOSA TAMAULIPAS,177,216,2155293.45131,480699.298828,REFINERIA MINATITLAN Y CAMPO CORONA,REYNOSA TAMAULIPAS,TRADICIONAL,3508,1964,56,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1839269999,19.4921399147
74,CUAJIMALPA,CONTADERO,-394,78,2139388.50338,468421.655734,16 DE SEPTIEMBRE S/N. ENTRE VERACRUZ Y ARTEAGA SALAZAR,CONTADERO,TRADICIONAL,3966,1987,33,N/D,N/D,CUADRO,1,CHICO,NO,-99.300662,19.348248
128,GUSTAVO A. MADERO,EMILIANO ZAPATA,57,301,2152076.98892,488083.055647,ORIENTE 95 Y NORTE 60,EMILIANO ZAPATA,TRADICIONAL,4517,1963,57,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.113543,19.46313
165,GUSTAVO A. MADERO,24 DE SEPTIEMBRE,365,78,2153349.98787,493394.265379,RET. TREBOL TULLA Y PITACANTO,U.H. PRADERA,TRADICIONAL,1644,1981,39,N/D,N/D,CUADRO,1,CHICO,NO,-99.062943,19.474659
274,TLALPAN,VEINTICUATRO DE FEBRERO,0.394,53,2131231.93491,476307.622623,"F.F. C.C. CUERNAVACA, ENTRE TULUN Y PROL. TEKIL",LOMAS DE PADIERNA SUR,TRADICIONAL,460,1989,31,N/D,N/D,CUADRO,1,CHICO,NO,-99.225478,19.274643
300,VENUSTIANO CARRANZA,MERCED PASO A DESNIVEL,103,77,2147923.66359,487046.161235,ROSARIO Y ADOLFO GURRION COL. MERCED CENTRO,MERCED CENTRO,ESPECIALIZADO,2100,1957,63,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS","JARCIERIA, CESTERIA Y MIMBRE",RECTANGULO,1,CHICO,SI,-99.123394,19.425589
301,VENUSTIANO CARRANZA,MERCED PASO A DESNIVEL GOMEZ PEDRAZA,241,67,2147715.97258,487039.188724,ROSARIO Y ADOLFO GURRION COL. MERCED CENTRO,MERCED CENTRO,ESPECIALIZADO,2100,1969,51,N/D,N/D,RECTANGULO,1,CHICO,SI,-99.123459,19.423712
0,GUSTAVO A. MADERO,PROVIDENCIA,136,193,2154380.84177,492568.9613,"ESTADO DE ZACATECAS, ENTRE ESTADO DE MORELOS Y ESTADO DE OAXACA",PROVIDENCIA,TRADICIONAL,4978,1986,34,N/D,N/D,RECTANGULAR,1,CHICO,NO,-99.070745,19.484384
